Customer ID,Age,Gender,Income Level,Location,Education Level
1080,37,Female,High,"Miami, FL",Undergraduate
1081,74,Other,Medium,"Los Angeles, CA",Graduate
1082,75,Other,High,"New York, NY",Undergraduate
1083,29,Male,High,"Miami, FL",Undergraduate
1084,25,Other,Low,"Los Angeles, CA",High School
1085,40,Male,High,"Chicago, IL",High School
1086,34,Female,Medium,"Los Angeles, CA",Undergraduate
1087,31,Female,High,"Miami, FL",Undergraduate
1088,22,Other,High,"Miami, FL",Undergraduate
1089,23,Other,Low,"Houston, TX",High School
1090,21,Male,Medium,"Los Angeles, CA",Undergraduate
1091,51,Female,High,"Los Angeles, CA",High School
1092,25,Male,Medium,"New York, NY",Undergraduate
1093,43,Other,High,"Los Angeles, CA",Graduate
1094,76,Other,Low,"Miami, FL",Undergraduate
1095,27,Female,Low,"Los Angeles, CA",Undergraduate
1096,21,Other,Medium,"Miami, FL",Graduate
1097,32,Other,High,"Houston, TX",Undergraduate
1098,18,Female,Medium,"Miami, FL",High School
1099,66,Female,High,"Houston, TX",Undergraduate
1100,18,Male,Medium,"Chicago, IL",Undergraduate
1101,26,Other,High,"Houston, TX",Undergraduate
1102,19,Male,High,"Houston, TX",High School
1103,30,Female,Medium,"New York, NY",High School
1104,41,Other,Medium,"New York, NY",High School
1105,23,Other,Low,"Miami, FL",High School
1106,72,Other,Low,"New York, NY",High School
1107,74,Male,Medium,"Houston, TX",Graduate
1108,47,Female,Low,"New York, NY",Graduate
1109,62,Other,Medium,"Houston, TX",Undergraduate
1110,40,Other,High,"Chicago, IL",Graduate
1111,25,Female,Low,"Houston, TX",Undergraduate
1112,27,Other,High,"Miami, FL",High School
1113,68,Other,Low,"New York, NY",Undergraduate
1114,39,Male,Medium,"New York, NY",Graduate
1115,65,Other,High,"Miami, FL",High School
1116,48,Other,Low,"Chicago, IL",Graduate
1117,28,Female,High,"Houston, TX",Undergraduate
1118,22,Female,Medium,"Houston, TX",High School
1119,43,Female,High,"Houston, TX",Graduate
1120,33,Other,Medium,"Chicago, IL",Undergraduate
1121,60,Other,High,"Miami, FL",Undergraduate
1122,57,Other,High,"Los Angeles, CA",Graduate
1123,66,Male,Low,"Miami, FL",Undergraduate
1124,39,Other,High,"Houston, TX",High School
1125,51,Female,High,"Houston, TX",High School
1126,64,Female,Low,"New York, NY",Undergraduate
1127,54,Other,High,"Miami, FL",Graduate
1128,47,Male,Low,"Miami, FL",Undergraduate
1129,77,Male,Medium,"New York, NY",High School
1130,55,Other,Low,"Houston, TX",Graduate
1131,45,Other,Medium,"Miami, FL",Graduate
1132,45,Male,Low,"New York, NY",High School
1133,76,Male,Low,"Miami, FL",Graduate
1134,27,Other,Low,"Houston, TX",Undergraduate
1135,73,Male,Low,"Houston, TX",High School
1136,64,Male,Medium,"Chicago, IL",Undergraduate
1137,57,Male,High,"Los Angeles, CA",Graduate
1138,29,Other,Medium,"Miami, FL",High School
1139,67,Female,Low,"New York, NY",Undergraduate
1140,69,Female,Medium,"New York, NY",Graduate
1141,67,Male,High,"Miami, FL",High School
1142,78,Male,High,"Houston, TX",Graduate
1143,62,Male,Low,"Chicago, IL",Graduate
1144,36,Male,High,"Chicago, IL",Graduate
1145,35,Female,High,"Houston, TX",Graduate
1146,61,Male,Medium,"Chicago, IL",Undergraduate
1147,19,Female,Low,"Houston, TX",Graduate
1148,41,Male,Low,"Los Angeles, CA",High School
1149,18,Male,High,"Miami, FL",Graduate
1150,36,Other,High,"Chicago, IL",Graduate
1151,57,Male,Medium,"Houston, TX",High School
1152,71,Other,Medium,"Los Angeles, CA",Undergraduate
1153,68,Male,High,"Los Angeles, CA",Undergraduate
1154,69,Other,Medium,"Los Angeles, CA",High School
1155,62,Male,Medium,"Los Angeles, CA",Graduate
1156,36,Other,Medium,"Houston, TX",Undergraduate
1157,36,Male,Medium,"New York, NY",Graduate
1158,70,Female,Medium,"New York, NY",High School
1159,41,Male,High,"Houston, TX",Graduate
1160,46,Other,Low,"New York, NY",Undergraduate
1161,71,Female,Low,"New York, NY",Undergraduate
1162,40,Female,High,"Miami, FL",High School
1163,61,Male,Low,"Los Angeles, CA",Undergraduate
1164,31,Female,Low,"New York, NY",High School
1165,68,Other,High,"Chicago, IL",Undergraduate
1166,74,Other,Medium,"Miami, FL",Graduate
1167,21,Other,Medium,"Houston, TX",Graduate
1168,23,Other,Low,"New York, NY",Undergraduate
1169,27,Male,Medium,"Los Angeles, CA",High School
1170,78,Female,Low,"Chicago, IL",Undergraduate
1171,66,Other,Low,"Chicago, IL",Graduate
1172,53,Male,Medium,"Miami, FL",Graduate
1173,25,Other,Medium,"Chicago, IL",High School
1174,31,Male,Medium,"Miami, FL",High School
1175,76,Male,High,"New York, NY",Graduate
1176,50,Male,Low,"New York, NY",Undergraduate
1177,77,Other,Medium,"Chicago, IL",Undergraduate
1178,66,Other,High,"Los Angeles, CA",Undergraduate
1179,44,Other,Low,"Chicago, IL",Graduate
1180,52,Male,High,"Houston, TX",Graduate
1181,72,Female,Medium,"New York, NY",High School
1182,30,Male,High,"Miami, FL",Undergraduate
1183,36,Male,High,"New York, NY",Graduate
1184,48,Other,High,"New York, NY",Graduate
1185,73,Other,Low,"Los Angeles, CA",Graduate
1186,50,Male,Medium,"Los Angeles, CA",High School
1187,37,Other,High,"Chicago, IL",High School
1188,23,Female,High,"Chicago, IL",High School
1189,77,Other,High,"New York, NY",High School
1190,39,Female,Low,"New York, NY",Graduate
1191,19,Male,Low,"Miami, FL",Undergraduate
1192,24,Other,Low,"Los Angeles, CA",Graduate
1193,45,Male,Low,"Miami, FL",High School
1194,50,Female,Medium,"Houston, TX",High School
1195,44,Male,Low,"Miami, FL",High School
1196,76,Female,Low,"Los Angeles, CA",Graduate
1197,51,Female,High,"Los Angeles, CA",Graduate
1198,67,Female,Low,"Houston, TX",Undergraduate
1199,65,Other,High,"Houston, TX",Graduate
1200,32,Male,High,"New York, NY",High School
1201,64,Other,Low,"Houston, TX",Graduate
1202,77,Female,Low,"Miami, FL",Graduate
1203,28,Other,Medium,"Los Angeles, CA",High School
1204,54,Male,Medium,"Houston, TX",Graduate
1205,67,Female,Medium,"Chicago, IL",Graduate
1206,79,Male,High,"Chicago, IL",Undergraduate
1207,63,Other,Low,"Houston, TX",Graduate
1208,19,Female,High,"New York, NY",Undergraduate
1209,51,Other,Low,"Los Angeles, CA",Graduate
1210,42,Male,High,"New York, NY",High School
1211,34,Male,Medium,"New York, NY",Graduate
1212,41,Male,Medium,"Los Angeles, CA",Undergraduate
1213,66,Male,Low,"Chicago, IL",Undergraduate
1214,46,Other,Low,"New York, NY",Undergraduate
1215,23,Male,Medium,"Miami, FL",Undergraduate
1216,63,Female,High,"Houston, TX",High School
1217,25,Male,High,"Chicago, IL",Undergraduate
1218,48,Male,High,"New York, NY",High School
1219,73,Male,Low,"Los Angeles, CA",Undergraduate
1220,56,Other,High,"Los Angeles, CA",Graduate
1221,32,Male,Low,"Los Angeles, CA",Graduate
1222,60,Male,High,"Houston, TX",Undergraduate
1223,55,Female,Low,"Houston, TX",Undergraduate
1224,58,Female,Low,"Chicago, IL",High School
1225,53,Male,High,"Chicago, IL",High School
1226,65,Female,Medium,"Miami, FL",High School
1227,21,Female,High,"New York, NY",High School
1228,37,Other,High,"Chicago, IL",Undergraduate
1229,27,Other,Low,"New York, NY",Undergraduate
1230,78,Male,Medium,"Houston, TX",Graduate
1231,20,Other,High,"Los Angeles, CA",Graduate
1232,25,Male,High,"Los Angeles, CA",Undergraduate
1233,75,Male,Medium,"Miami, FL",High School
1234,75,Male,High,"Houston, TX",Graduate
1235,48,Other,Medium,"Houston, TX",High School
1236,76,Female,Low,"Houston, TX",High School
1237,78,Male,Medium,"Houston, TX",Graduate
1238,38,Female,High,"Chicago, IL",Graduate
1239,66,Male,High,"New York, NY",High School
1240,47,Other,Medium,"Chicago, IL",Undergraduate
1241,34,Male,Medium,"Chicago, IL",High School
1242,49,Other,Low,"Miami, FL",Undergraduate
1243,40,Male,Low,"Houston, TX",Undergraduate
1244,60,Other,Low,"Houston, TX",Undergraduate
1245,50,Female,High,"Houston, TX",Undergraduate
1246,73,Female,Low,"Houston, TX",Undergraduate
1247,57,Other,Low,"Los Angeles, CA",Graduate
1248,32,Other,Medium,"Houston, TX",Graduate
1249,29,Male,Medium,"Miami, FL",High School
1250,37,Other,Low,"Houston, TX",Undergraduate
1251,19,Other,Medium,"New York, NY",Undergraduate
1252,54,Other,Medium,"New York, NY",High School
1253,28,Male,Low,"Chicago, IL",Undergraduate
1254,32,Male,High,"Chicago, IL",Undergraduate
1255,54,Female,Medium,"New York, NY",Undergraduate
1256,68,Male,Medium,"Houston, TX",High School
1257,41,Female,Low,"Houston, TX",High School
1258,28,Female,Low,"Houston, TX",Graduate
1259,64,Male,Low,"Houston, TX",Graduate
1260,66,Male,High,"Chicago, IL",Undergraduate
1261,54,Other,Medium,"Miami, FL",Undergraduate
1262,56,Female,High,"New York, NY",High School
1263,42,Female,Low,"Miami, FL",High School
1264,43,Other,High,"Chicago, IL",High School
1265,37,Other,Low,"Miami, FL",Undergraduate
1266,55,Other,Medium,"New York, NY",Undergraduate
1267,25,Male,Medium,"Chicago, IL",Graduate
1268,67,Other,Medium,"Houston, TX",Graduate
1269,22,Male,Medium,"Miami, FL",Undergraduate
1270,71,Male,High,"Los Angeles, CA",High School
1271,31,Female,High,"New York, NY",Undergraduate
1272,33,Male,Medium,"New York, NY",Undergraduate
1273,40,Male,Low,"Los Angeles, CA",High School
1274,40,Male,Medium,"Chicago, IL",Undergraduate
1275,51,Female,High,"Chicago, IL",High School
1276,77,Other,High,"Miami, FL",Graduate
1277,26,Male,Medium,"Houston, TX",Undergraduate
1278,64,Female,Low,"New York, NY",High School
1279,47,Other,Low,"Houston, TX",Graduate
1280,47,Female,Low,"Los Angeles, CA",High School
1281,31,Male,Low,"Chicago, IL",High School
1282,61,Male,Low,"Houston, TX",High School
1283,74,Male,High,"Chicago, IL",Undergraduate
1284,20,Other,Medium,"New York, NY",High School
1285,65,Female,Low,"Los Angeles, CA",Undergraduate
1286,27,Other,Low,"Los Angeles, CA",Undergraduate
1287,28,Male,Low,"Los Angeles, CA",Undergraduate
1288,60,Other,Medium,"Chicago, IL",Graduate
1289,33,Female,Low,"Houston, TX",Graduate
1290,65,Male,Low,"Houston, TX",Undergraduate
1291,70,Male,High,"New York, NY",Undergraduate
1292,73,Female,Low,"Los Angeles, CA",Undergraduate
1293,35,Male,Medium,"Houston, TX",High School
1294,30,Female,Low,"Houston, TX",Undergraduate
1295,37,Female,Low,"Chicago, IL",Graduate
1296,24,Other,Low,"Chicago, IL",Undergraduate
1297,47,Other,Low,"Chicago, IL",Graduate
1298,33,Other,Medium,"New York, NY",Undergraduate
1299,76,Male,Low,"Miami, FL",High School
1300,44,Male,Medium,"Houston, TX",Undergraduate
1301,62,Male,Low,"Miami, FL",Graduate
1302,39,Male,High,"New York, NY",Undergraduate
1303,37,Female,Medium,"Chicago, IL",High School
1304,48,Other,Medium,"New York, NY",High School
1305,26,Male,High,"Chicago, IL",High School
1306,57,Male,Medium,"Houston, TX",High School
1307,41,Female,Medium,"Miami, FL",Undergraduate
1308,58,Male,Low,"Los Angeles, CA",Undergraduate
1309,44,Female,Low,"Chicago, IL",Undergraduate
1310,33,Male,Low,"Houston, TX",High School
1311,49,Male,Low,"Los Angeles, CA",Graduate
1312,73,Female,Medium,"Miami, FL",Graduate
1313,30,Male,High,"Houston, TX",Undergraduate
1314,73,Other,Low,"New York, NY",Graduate
1315,52,Male,Low,"Houston, TX",High School
1316,40,Male,High,"Chicago, IL",Undergraduate
1317,24,Male,Medium,"Houston, TX",Undergraduate
1318,35,Male,Low,"Houston, TX",High School
1319,79,Female,Low,"Houston, TX",Undergraduate
1320,63,Other,Low,"New York, NY",Graduate
1321,76,Male,Low,"Miami, FL",Undergraduate
1322,28,Female,Low,"Houston, TX",High School
1323,27,Other,High,"Houston, TX",Graduate
1324,47,Male,Low,"Miami, FL",Undergraduate
1325,18,Female,High,"Chicago, IL",Graduate
1326,68,Female,Medium,"Miami, FL",High School
1327,58,Male,High,"Los Angeles, CA",Undergraduate
1328,55,Male,Medium,"New York, NY",Undergraduate
1329,53,Other,High,"Miami, FL",High School
1330,34,Male,Low,"Los Angeles, CA",Graduate
1331,65,Male,Medium,"Los Angeles, CA",Graduate
1332,30,Other,Medium,"Chicago, IL",Undergraduate
1333,55,Male,High,"Houston, TX",High School
1334,22,Female,Medium,"Los Angeles, CA",Graduate
1335,28,Other,Low,"Houston, TX",Graduate
1336,76,Female,Medium,"Chicago, IL",Graduate
1337,45,Male,Low,"Los Angeles, CA",High School
1338,63,Other,Low,"Houston, TX",Graduate
1339,78,Female,Medium,"Los Angeles, CA",Undergraduate
1340,73,Other,Low,"New York, NY",Undergraduate
1341,72,Female,Low,"New York, NY",Undergraduate
1342,33,Other,Low,"Chicago, IL",Graduate
1343,52,Female,Medium,"Miami, FL",Graduate
1344,77,Other,High,"New York, NY",Graduate
1345,43,Male,Low,"Los Angeles, CA",Undergraduate
1346,63,Female,High,"Houston, TX",Undergraduate
1347,38,Other,High,"Chicago, IL",High School
1348,48,Other,High,"Chicago, IL",Graduate
1349,24,Female,Medium,"Houston, TX",Graduate
1350,49,Female,Medium,"New York, NY",Graduate
1351,56,Male,Medium,"Houston, TX",High School
1352,62,Female,Medium,"Miami, FL",High School
1353,31,Male,Medium,"Miami, FL",Graduate
1354,26,Male,Medium,"Los Angeles, CA",Graduate
1355,64,Other,High,"Chicago, IL",Graduate
1356,73,Male,High,"Houston, TX",High School
1357,23,Female,High,"Miami, FL",Graduate
1358,52,Other,Medium,"Los Angeles, CA",Undergraduate
1359,23,Female,Medium,"Los Angeles, CA",Graduate
1360,72,Male,Medium,"Los Angeles, CA",Undergraduate
1361,18,Other,High,"Los Angeles, CA",Graduate
1362,41,Female,Low,"Miami, FL",Graduate
1363,42,Other,Low,"Miami, FL",Undergraduate
1364,21,Male,Medium,"Los Angeles, CA",Undergraduate
1365,44,Female,Medium,"Los Angeles, CA",Graduate
1366,42,Male,Medium,"Miami, FL",Undergraduate
1367,55,Female,High,"Chicago, IL",Undergraduate
1368,71,Male,Medium,"Chicago, IL",Undergraduate
1369,44,Female,Medium,"Los Angeles, CA",Graduate
1370,48,Female,Low,"New York, NY",High School
1371,32,Other,High,"Houston, TX",High School
1372,69,Male,Low,"Los Angeles, CA",Undergraduate
1373,79,Female,Low,"Miami, FL",Undergraduate
1374,40,Male,High,"Miami, FL",Undergraduate
1375,46,Female,Medium,"Miami, FL",Graduate
1376,22,Male,High,"Los Angeles, CA",Undergraduate
1377,52,Other,Medium,"New York, NY",Undergraduate
1378,46,Female,Low,"Houston, TX",High School
1379,71,Female,Low,"New York, NY",Undergraduate
1380,73,Female,Medium,"Houston, TX",High School
1381,54,Male,Medium,"Miami, FL",Undergraduate
1382,74,Male,High,"New York, NY",Undergraduate
1383,57,Female,High,"Miami, FL",Undergraduate
1384,19,Male,Medium,"Miami, FL",Undergraduate
1385,68,Female,Medium,"Miami, FL",Graduate
1386,54,Other,High,"New York, NY",High School
1387,28,Female,Medium,"Los Angeles, CA",Undergraduate
1388,41,Other,Low,"Houston, TX",Graduate
1389,74,Female,High,"Los Angeles, CA",Undergraduate
1390,51,Other,Medium,"New York, NY",High School
1391,32,Female,Medium,"Chicago, IL",Undergraduate
1392,38,Female,Medium,"New York, NY",Graduate
1393,36,Other,High,"Houston, TX",Undergraduate
1394,49,Female,Low,"New York, NY",High School
1395,41,Male,Medium,"Houston, TX",High School
1396,28,Male,Low,"Miami, FL",High School
1397,36,Other,Medium,"New York, NY",Graduate
1398,45,Female,Low,"Houston, TX",Undergraduate
1399,41,Female,High,"Houston, TX",High School
1400,25,Other,Medium,"Los Angeles, CA",Undergraduate
1401,59,Other,High,"Miami, FL",Undergraduate
1402,26,Male,High,"Miami, FL",Undergraduate
1403,77,Male,High,"Los Angeles, CA",Graduate
1404,76,Male,High,"New York, NY",High School
1405,41,Other,Medium,"Chicago, IL",Graduate
1406,78,Other,Medium,"Houston, TX",Graduate
1407,38,Male,High,"Chicago, IL",Graduate
1408,79,Other,High,"New York, NY",Undergraduate
1409,74,Male,High,"Chicago, IL",Graduate
1410,41,Female,Low,"Los Angeles, CA",Graduate
1411,19,Male,Low,"Houston, TX",Undergraduate
1412,44,Male,Low,"Miami, FL",Graduate
1413,42,Male,Medium,"New York, NY",Graduate
1414,33,Female,Low,"Chicago, IL",Graduate
1415,70,Male,Low,"Chicago, IL",Undergraduate
1416,58,Other,High,"Chicago, IL",High School
1417,30,Female,High,"Chicago, IL",Undergraduate
1418,69,Other,Medium,"Miami, FL",High School
1419,25,Female,Low,"Miami, FL",Graduate
1420,48,Male,High,"Los Angeles, CA",Undergraduate
1421,64,Other,Low,"Los Angeles, CA",Graduate
1422,44,Other,Medium,"Los Angeles, CA",High School
1423,27,Male,Medium,"New York, NY",Graduate
1424,24,Other,High,"Chicago, IL",Graduate
1425,78,Other,High,"Houston, TX",Undergraduate
1426,66,Female,High,"Miami, FL",Undergraduate
1427,54,Female,Low,"New York, NY",High School
1428,31,Other,Low,"New York, NY",Undergraduate
1429,46,Male,Low,"Chicago, IL",High School
1430,58,Male,Medium,"Los Angeles, CA",Undergraduate
1431,36,Female,High,"Chicago, IL",Undergraduate
1432,31,Other,Medium,"New York, NY",High School
1433,75,Female,Low,"New York, NY",High School
1434,26,Female,High,"Houston, TX",High School
1435,52,Other,Low,"New York, NY",Undergraduate
1436,46,Other,High,"Houston, TX",High School
1437,77,Male,High,"Chicago, IL",High School
1438,49,Female,High,"New York, NY",Graduate
1439,75,Male,Medium,"Houston, TX",High School
1440,69,Male,High,"Miami, FL",Graduate
1441,22,Male,Medium,"Houston, TX",Undergraduate
1442,41,Other,Medium,"Los Angeles, CA",Graduate
1443,56,Male,Medium,"Los Angeles, CA",Undergraduate
1444,68,Male,High,"Miami, FL",High School
1445,23,Male,Low,"New York, NY",High School
1446,69,Female,High,"Houston, TX",High School
1447,77,Other,Medium,"Chicago, IL",Graduate
1448,40,Other,Low,"Los Angeles, CA",High School
1449,69,Other,High,"Miami, FL",High School
1450,73,Other,Low,"Miami, FL",Graduate
1451,68,Female,Medium,"Los Angeles, CA",Undergraduate
1452,52,Male,High,"Miami, FL",High School
1453,49,Female,Low,"Chicago, IL",Undergraduate
1454,23,Male,Medium,"Houston, TX",Graduate
1455,50,Male,High,"Houston, TX",Undergraduate
1456,45,Other,Medium,"Miami, FL",Undergraduate
1457,60,Male,Medium,"New York, NY",Graduate
1458,34,Male,Low,"Houston, TX",Undergraduate
1459,78,Female,High,"Miami, FL",Undergraduate
1460,23,Male,Low,"Houston, TX",Graduate
1461,61,Other,Medium,"New York, NY",High School
1462,37,Female,Low,"New York, NY",Undergraduate
1463,33,Other,High,"Los Angeles, CA",Undergraduate
1464,78,Male,Low,"Los Angeles, CA",Undergraduate
1465,74,Female,High,"Houston, TX",High School
1466,42,Other,Medium,"Houston, TX",Graduate
1467,53,Male,Medium,"Miami, FL",Undergraduate
1468,44,Male,Low,"New York, NY",Graduate
1469,47,Other,High,"Chicago, IL",Undergraduate
1470,19,Male,High,"Chicago, IL",Undergraduate
1471,65,Male,High,"Miami, FL",Undergraduate
1472,39,Male,Medium,"New York, NY",Graduate
1473,66,Female,High,"Houston, TX",Undergraduate
1474,62,Other,High,"Houston, TX",Graduate
1475,29,Female,Low,"Miami, FL",Graduate
1476,44,Female,Medium,"Los Angeles, CA",Undergraduate
1477,40,Male,Low,"Houston, TX",Graduate
1478,64,Female,High,"Miami, FL",Graduate
1479,18,Other,High,"Chicago, IL",Graduate
1480,58,Male,Medium,"Houston, TX",Graduate
1481,35,Male,High,"Los Angeles, CA",Undergraduate
1482,63,Female,Medium,"Chicago, IL",Graduate
1483,73,Male,Low,"Los Angeles, CA",High School
1484,23,Male,Low,"Houston, TX",Graduate
1485,63,Female,Low,"Chicago, IL",Undergraduate
1486,68,Female,High,"Los Angeles, CA",Graduate
1487,77,Other,Medium,"Miami, FL",Graduate
1488,44,Female,Medium,"Houston, TX",High School
1489,67,Other,High,"Chicago, IL",Undergraduate
1490,29,Male,High,"Chicago, IL",Graduate
1491,35,Male,Medium,"Chicago, IL",Undergraduate
1492,25,Male,High,"Miami, FL",High School
1493,60,Other,High,"Los Angeles, CA",High School
1494,52,Male,High,"Miami, FL",High School
1495,21,Other,High,"Houston, TX",Undergraduate
1496,69,Female,High,"New York, NY",High School
1497,51,Female,High,"Houston, TX",Undergraduate
1498,18,Male,Low,"Houston, TX",Graduate
1499,39,Male,Low,"New York, NY",Undergraduate
1500,58,Female,Low,"Chicago, IL",Graduate
1501,61,Other,Medium,"Los Angeles, CA",Undergraduate
1502,45,Other,High,"New York, NY",High School
1503,29,Female,Low,"New York, NY",Graduate
1504,26,Female,High,"Houston, TX",Graduate
1505,48,Male,Medium,"New York, NY",High School
1506,76,Female,High,"Los Angeles, CA",Graduate
1507,64,Other,Low,"Houston, TX",High School
1508,77,Male,High,"Miami, FL",Graduate
1509,34,Female,High,"Chicago, IL",Graduate
1510,23,Male,High,"Chicago, IL",Graduate
1511,55,Other,Medium,"Houston, TX",Graduate
1512,77,Female,High,"Los Angeles, CA",Undergraduate
1513,23,Female,High,"Houston, TX",High School
1514,77,Female,Medium,"New York, NY",High School
1515,79,Other,High,"New York, NY",Undergraduate
1516,63,Other,Low,"Houston, TX",Graduate
1517,79,Female,Medium,"Los Angeles, CA",High School
1518,65,Male,Low,"Chicago, IL",Undergraduate
1519,32,Male,Medium,"Chicago, IL",Graduate
1520,22,Male,Medium,"Chicago, IL",High School
1521,77,Female,High,"Los Angeles, CA",High School
1522,30,Other,Low,"Los Angeles, CA",High School
1523,54,Female,Medium,"Chicago, IL",Undergraduate
1524,22,Female,Medium,"Miami, FL",Undergraduate
1525,46,Female,Low,"Miami, FL",Graduate
1526,74,Male,High,"Chicago, IL",Undergraduate
1527,59,Female,Medium,"Houston, TX",Undergraduate
1528,31,Female,Medium,"Miami, FL",Graduate
1529,38,Male,Medium,"Houston, TX",Undergraduate
1530,25,Male,Medium,"Los Angeles, CA",High School
1531,40,Other,Low,"Houston, TX",Undergraduate
1532,70,Male,Low,"Chicago, IL",High School
1533,41,Other,High,"Miami, FL",Undergraduate
1534,43,Female,Low,"Houston, TX",Undergraduate
1535,78,Other,High,"New York, NY",High School
1536,55,Female,Medium,"Los Angeles, CA",Undergraduate
1537,38,Female,High,"Houston, TX",High School
1538,25,Other,Low,"Miami, FL",Undergraduate
1539,35,Male,High,"Houston, TX",Graduate
1540,34,Male,High,"Miami, FL",Undergraduate
1541,65,Other,Medium,"Los Angeles, CA",Undergraduate
1542,56,Female,Medium,"Houston, TX",Graduate
1543,56,Other,Medium,"Houston, TX",Undergraduate
1544,22,Male,High,"Chicago, IL",High School
1545,38,Male,Medium,"New York, NY",Undergraduate
1546,31,Female,Low,"Houston, TX",Undergraduate
1547,45,Male,Medium,"New York, NY",Graduate
1548,60,Other,Low,"New York, NY",Undergraduate
1549,49,Female,Medium,"Miami, FL",High School
1550,74,Female,Low,"Chicago, IL",Undergraduate
1551,29,Male,Low,"New York, NY",Undergraduate
1552,36,Female,Medium,"Miami, FL",High School
1553,71,Other,Low,"Miami, FL",High School
1554,22,Other,High,"Chicago, IL",Graduate
1555,72,Other,High,"Los Angeles, CA",Graduate
1556,48,Female,High,"Chicago, IL",High School
1557,41,Other,Medium,"Chicago, IL",Undergraduate
1558,68,Male,Low,"Houston, TX",High School
1559,65,Other,Medium,"Los Angeles, CA",High School
1560,75,Female,Low,"Houston, TX",Graduate
1561,45,Female,Medium,"Houston, TX",Graduate
1562,57,Other,Low,"Houston, TX",Undergraduate
1563,30,Other,Medium,"Houston, TX",Graduate
1564,55,Female,High,"Miami, FL",High School
1565,20,Other,High,"New York, NY",High School
1566,46,Other,Medium,"New York, NY",Undergraduate
1567,23,Male,Low,"Los Angeles, CA",Graduate
1568,70,Female,High,"Chicago, IL",High School
1569,67,Female,Low,"Miami, FL",High School
1570,28,Other,Medium,"Miami, FL",Undergraduate
1571,60,Other,Medium,"Los Angeles, CA",Undergraduate
1572,54,Female,Low,"Chicago, IL",Undergraduate
1573,18,Female,High,"Chicago, IL",Undergraduate
1574,35,Other,Medium,"New York, NY",Undergraduate
1575,20,Male,High,"Miami, FL",Graduate
1576,61,Other,Medium,"Los Angeles, CA",Undergraduate
1577,21,Other,Low,"Los Angeles, CA",High School
1578,25,Other,Low,"Miami, FL",Graduate
1579,68,Other,High,"Houston, TX",High School
1580,49,Male,Medium,"Chicago, IL",Undergraduate
1581,22,Male,High,"New York, NY",Graduate
1582,18,Male,Medium,"Chicago, IL",Undergraduate
1583,30,Other,Low,"Miami, FL",High School
1584,63,Male,Medium,"Chicago, IL",Graduate
1585,24,Female,High,"Chicago, IL",Graduate
1586,33,Female,High,"New York, NY",Graduate
1587,22,Other,Low,"Miami, FL",Graduate
1588,67,Male,Low,"New York, NY",Graduate
1589,21,Other,High,"New York, NY",High School
1590,18,Male,High,"Chicago, IL",High School
1591,53,Other,High,"Miami, FL",High School
1592,78,Male,High,"New York, NY",Undergraduate
1593,44,Other,Low,"Houston, TX",Graduate
1594,48,Female,Medium,"Miami, FL",Undergraduate
1595,50,Other,Medium,"Chicago, IL",Undergraduate
1596,39,Other,Medium,"New York, NY",Graduate
1597,22,Male,High,"Miami, FL",High School
1598,60,Male,High,"Los Angeles, CA",Undergraduate
1599,74,Female,High,"Miami, FL",Undergraduate
1600,28,Other,Low,"Miami, FL",Graduate
1601,50,Other,High,"Los Angeles, CA",Graduate
1602,31,Other,Low,"Los Angeles, CA",Undergraduate
1603,61,Male,Medium,"Chicago, IL",Undergraduate
1604,21,Male,Low,"Chicago, IL",Undergraduate
1605,35,Female,Low,"Los Angeles, CA",High School
1606,55,Female,Low,"Houston, TX",Graduate
1607,60,Male,High,"Miami, FL",Undergraduate
1608,35,Other,Medium,"Los Angeles, CA",Graduate
1609,70,Male,High,"New York, NY",Graduate
1610,65,Female,Low,"Houston, TX",Graduate
1611,28,Male,High,"Miami, FL",Graduate
1612,67,Female,Low,"Miami, FL",High School
1613,71,Female,Medium,"Los Angeles, CA",Undergraduate
1614,72,Female,Medium,"Houston, TX",Undergraduate
1615,42,Male,Medium,"Houston, TX",Undergraduate
1616,57,Female,Low,"Houston, TX",Undergraduate
1617,24,Female,Low,"Miami, FL",High School
1618,30,Female,Medium,"New York, NY",High School
1619,70,Female,Medium,"Los Angeles, CA",Undergraduate
1620,22,Male,High,"Los Angeles, CA",Graduate
1621,34,Male,Medium,"New York, NY",Graduate
1622,56,Other,High,"Chicago, IL",High School
1623,40,Female,Medium,"Los Angeles, CA",Graduate
1624,34,Female,High,"Houston, TX",Graduate
1625,66,Other,Medium,"Chicago, IL",Undergraduate
1626,37,Male,Medium,"Los Angeles, CA",Undergraduate
1627,51,Male,Medium,"Los Angeles, CA",Undergraduate
1628,68,Male,Medium,"Chicago, IL",Graduate
1629,66,Male,High,"Houston, TX",Undergraduate
1630,66,Other,Medium,"Los Angeles, CA",Undergraduate
1631,51,Female,Medium,"Chicago, IL",High School
1632,77,Male,Medium,"Houston, TX",Graduate
1633,48,Female,High,"Chicago, IL",Graduate
1634,54,Male,High,"Miami, FL",Graduate
1635,77,Other,Low,"Los Angeles, CA",Undergraduate
1636,69,Other,Low,"Miami, FL",Graduate
1637,43,Female,Medium,"Chicago, IL",Undergraduate
1638,26,Female,High,"Miami, FL",High School
1639,66,Female,Low,"Miami, FL",Graduate
1640,73,Other,Medium,"Los Angeles, CA",Undergraduate
1641,33,Male,Medium,"New York, NY",Undergraduate
1642,25,Male,High,"Houston, TX",Graduate
