transaction_id,customer_id,transaction_date,amount_spent,merchant_category,reward_points_earned,card_type
9357,347,2024-01-24 01:31:38.789946,242.9,Groceries,24,External
9358,181,2024-03-22 08:08:38.789946,311.41,Retail,31,External
9359,270,2024-06-26 15:47:38.789946,402.57,Dining,40,Internal
9360,929,2023-08-26 11:33:38.789946,158.15,Travel,16,Internal
9361,893,2024-04-29 22:43:38.789946,298.92,Dining,30,External
9362,738,2023-09-26 00:56:38.789946,356.84,Entertainment,36,External
9363,973,2024-03-11 17:36:38.789946,43.87,Groceries,4,External
9364,612,2023-08-06 14:21:38.789946,195.87,Dining,20,Internal
9365,614,2024-04-03 17:42:38.789946,20.6,Groceries,2,External
9366,505,2023-10-21 00:59:38.789946,285.74,Travel,29,Internal
9367,569,2024-01-18 19:26:38.789946,197.95,Groceries,20,External
9368,971,2024-05-29 08:56:38.789946,246.88,Groceries,25,External
9369,385,2023-09-12 01:03:38.789946,49.21,Groceries,5,External
9370,697,2024-01-22 03:52:38.789946,386.21,Groceries,39,Internal
9371,855,2024-03-09 03:42:38.789946,450.23,Dining,45,External
9372,58,2023-08-08 05:20:38.789946,397.6,Dining,40,External
9373,40,2023-09-13 04:46:38.789946,6.38,Travel,1,External
9374,182,2023-11-25 00:11:38.789946,366.39,Entertainment,37,External
9375,414,2024-01-02 13:12:38.789946,380.39,Retail,38,External
9376,329,2023-08-22 10:22:38.789946,100.19,Travel,10,Internal
9377,872,2024-01-15 05:47:38.789946,496.88,Retail,50,Internal
9378,146,2024-04-05 01:41:38.789946,251.82,Travel,25,Internal
9379,458,2024-03-21 04:49:38.789946,190.79,Retail,19,External
9380,199,2024-03-29 08:16:38.789946,346.35,Retail,35,Internal
9381,366,2023-09-02 23:44:38.789946,453.57,Dining,45,External
9382,162,2023-09-18 21:10:38.789946,431.03,Dining,43,External
9383,447,2023-10-19 20:36:38.789946,322.26,Travel,32,External
9384,676,2023-11-22 22:08:38.789946,61.95,Travel,6,Internal
9385,7,2023-09-16 19:40:38.789946,399.45,Dining,40,External
9386,945,2023-10-14 02:10:38.789946,211.97,Retail,21,Internal
9387,556,2024-03-15 10:13:38.789946,350.69,Groceries,35,External
9388,362,2024-03-27 21:25:38.789946,27.26,Groceries,3,Internal
9389,352,2024-02-09 19:10:38.789946,344.15,Groceries,34,Internal
9390,618,2024-05-31 04:35:38.789946,490.35,Dining,49,Internal
9391,285,2023-07-08 06:40:38.789946,461.66,Entertainment,46,External
9392,583,2024-06-17 08:25:38.789946,389.51,Groceries,39,External
9393,490,2023-07-28 15:43:38.789946,493.84,Entertainment,49,Internal
9394,267,2023-08-29 11:46:38.789946,382.74,Retail,38,External
9395,727,2024-04-09 06:29:38.789946,368.23,Retail,37,Internal
9396,208,2023-09-25 18:58:38.789946,488.69,Groceries,49,External
9397,368,2024-01-24 06:03:38.789946,413.69,Entertainment,41,Internal
9398,644,2023-11-14 13:12:38.789946,168.01,Entertainment,17,Internal
9399,868,2023-10-05 02:41:38.789946,209.08,Retail,21,External
9400,923,2024-01-18 16:06:38.789946,164.15,Retail,16,External
9401,568,2023-12-09 20:14:38.789946,450.58,Travel,45,Internal
9402,803,2024-05-16 22:25:38.789946,153.36,Groceries,15,External
9403,142,2023-08-09 07:19:38.789946,277.89,Travel,28,Internal
9404,377,2024-04-09 18:00:38.789946,60.22,Groceries,6,Internal
9405,762,2024-04-05 16:52:38.789946,44.38,Travel,4,Internal
9406,33,2024-06-19 21:03:38.789946,89.84,Retail,9,Internal
9407,790,2023-09-05 19:23:38.789946,484.93,Dining,48,External
9408,415,2024-03-29 07:41:38.789946,224.16,Retail,22,External
9409,160,2024-05-14 00:02:38.789946,53.66,Travel,5,External
9410,600,2024-06-21 12:02:38.789946,437.32,Groceries,44,External
9411,175,2024-06-08 18:36:38.789946,83.57,Retail,8,Internal
9412,92,2023-09-30 19:17:38.789946,455.64,Groceries,46,External
9413,45,2023-07-03 01:56:38.789946,313.43,Entertainment,31,External
9414,331,2024-05-04 17:51:38.789946,330.64,Entertainment,33,Internal
9415,51,2023-09-27 22:34:38.789946,357.34,Groceries,36,External
9416,293,2024-05-01 16:14:38.789946,357.2,Travel,36,External
9417,245,2023-12-20 03:26:38.789946,199.17,Entertainment,20,External
9418,504,2023-09-29 06:33:38.789946,49.24,Travel,5,External
9419,289,2023-12-25 09:09:38.789946,492.6,Travel,49,External
9420,836,2024-05-22 19:26:38.789946,33.32,Travel,3,Internal
9421,284,2023-10-29 16:43:38.789946,96.59,Retail,10,External
9422,29,2023-07-17 13:33:38.789946,222.49,Groceries,22,External
9423,137,2024-04-04 02:42:38.789946,86.37,Dining,9,Internal
9424,908,2024-04-22 10:59:38.789946,330.89,Entertainment,33,External
9425,421,2024-02-14 06:27:38.789946,153.45,Groceries,15,Internal
9426,566,2023-11-05 10:53:38.789946,350.55,Travel,35,Internal
9427,566,2023-12-24 02:14:38.789946,245.2,Dining,25,Internal
9428,765,2023-12-25 20:44:38.789946,303.48,Entertainment,30,Internal
9429,532,2023-12-03 23:19:38.789946,306.32,Travel,31,External
9430,536,2024-03-04 15:18:38.789946,248.98,Groceries,25,External
9431,976,2024-02-23 09:26:38.789946,271.9,Retail,27,Internal
9432,642,2023-07-11 21:58:38.789946,419.17,Entertainment,42,Internal
9433,344,2024-05-27 09:13:38.789946,223.0,Dining,22,Internal
9434,48,2024-05-03 10:12:38.789946,366.68,Dining,37,Internal
9435,635,2023-08-27 05:03:38.789946,461.79,Retail,46,External
9436,252,2024-05-18 17:02:38.789946,334.27,Dining,33,Internal
9437,285,2023-10-02 22:27:38.789946,52.74,Groceries,5,Internal
9438,145,2024-02-15 22:44:38.789946,149.23,Entertainment,15,Internal
9439,643,2023-08-20 21:08:38.789946,391.38,Travel,39,External
9440,371,2024-05-01 09:23:38.789946,254.53,Dining,25,External
9441,975,2024-06-01 19:03:38.789946,483.14,Entertainment,48,Internal
9442,993,2023-10-13 07:29:38.789946,134.85,Travel,13,External
9443,3,2023-10-24 12:44:38.789946,63.57,Entertainment,6,Internal
9444,755,2024-02-16 12:29:38.789946,479.98,Entertainment,48,Internal
9445,956,2023-11-19 19:07:38.789946,226.32,Travel,23,External
9446,831,2023-09-07 23:25:38.789946,106.09,Travel,11,External
9447,678,2024-01-21 02:27:38.789946,131.36,Retail,13,External
9448,825,2023-10-16 05:18:38.789946,224.64,Entertainment,22,Internal
9449,441,2024-06-28 19:20:38.789946,23.32,Groceries,2,Internal
9450,271,2023-08-13 16:13:38.789946,374.38,Dining,37,Internal
9451,830,2023-08-23 10:07:38.789946,127.27,Travel,13,Internal
9452,225,2023-11-11 01:51:38.789946,45.93,Travel,5,Internal
9453,571,2024-03-09 01:45:38.789946,308.15,Retail,31,Internal
9454,704,2024-02-04 23:19:38.789946,279.69,Entertainment,28,External
9455,307,2024-01-04 21:00:38.789946,129.61,Dining,13,Internal
9456,826,2024-01-11 06:34:38.789946,230.88,Entertainment,23,Internal
9457,756,2024-01-29 00:51:38.789946,439.57,Entertainment,44,Internal
9458,373,2023-10-19 03:03:38.789946,416.53,Entertainment,42,Internal
9459,309,2024-05-27 19:30:38.789946,342.55,Groceries,34,Internal
9460,645,2024-06-10 06:17:38.789946,8.12,Groceries,1,External
9461,192,2024-02-07 10:34:38.789946,69.22,Entertainment,7,Internal
9462,967,2023-09-03 11:40:38.789946,468.55,Groceries,47,External
9463,695,2023-10-30 01:54:38.789946,211.52,Dining,21,Internal
9464,1,2024-02-24 21:04:38.789946,12.94,Dining,1,External
9465,220,2024-02-24 18:57:38.789946,222.72,Dining,22,External
9466,932,2023-11-16 13:23:38.789946,123.14,Travel,12,External
9467,546,2024-04-10 11:49:38.789946,392.02,Retail,39,External
9468,298,2023-09-05 23:01:38.789946,430.3,Groceries,43,Internal
9469,143,2024-02-17 21:07:38.789946,463.88,Entertainment,46,External
9470,823,2023-12-28 01:30:38.789946,261.45,Entertainment,26,External
9471,312,2023-12-10 05:09:38.789946,462.15,Dining,46,External
9472,261,2024-02-19 16:03:38.789946,349.53,Groceries,35,Internal
9473,483,2024-03-16 17:38:38.789946,224.1,Groceries,22,External
9474,383,2023-12-19 20:25:38.789946,242.3,Entertainment,24,External
9475,943,2023-08-28 10:26:38.789946,129.61,Travel,13,Internal
9476,448,2023-07-13 22:04:38.789946,93.38,Entertainment,9,Internal
9477,953,2023-07-03 05:35:38.789946,197.66,Travel,20,External
9478,763,2023-08-16 14:52:38.789946,300.51,Dining,30,External
9479,357,2024-01-25 16:46:38.789946,200.71,Retail,20,Internal
9480,31,2023-10-09 08:27:38.789946,139.26,Dining,14,Internal
9481,803,2024-02-19 20:18:38.789946,232.72,Travel,23,External
9482,413,2024-06-09 02:58:38.789946,63.03,Groceries,6,External
9483,584,2023-09-04 02:31:38.789946,479.48,Travel,48,Internal
9484,331,2023-11-01 16:52:38.789946,261.2,Entertainment,26,Internal
9485,962,2024-03-28 20:24:38.789946,414.69,Retail,41,Internal
9486,263,2023-11-15 14:12:38.789946,486.98,Travel,49,Internal
9487,879,2023-11-20 17:59:38.789946,449.39,Groceries,45,External
9488,994,2024-04-17 11:08:38.789946,50.01,Groceries,5,External
9489,470,2023-07-18 11:17:38.789946,237.47,Entertainment,24,External
9490,907,2024-02-10 15:12:38.789946,376.57,Entertainment,38,External
9491,618,2024-02-03 06:39:38.789946,235.4,Retail,24,Internal
9492,890,2023-09-06 23:16:38.789946,163.7,Travel,16,Internal
9493,581,2024-01-26 17:00:38.789946,247.37,Retail,25,External
9494,511,2023-11-30 06:43:38.789946,15.63,Groceries,2,External
9495,749,2024-04-26 03:34:38.789946,317.4,Travel,32,Internal
9496,154,2023-10-08 17:42:38.789946,231.25,Travel,23,Internal
9497,473,2024-02-08 16:11:38.789946,315.87,Entertainment,32,External
9498,395,2023-11-11 17:15:38.789946,487.82,Entertainment,49,External
9499,651,2024-05-12 11:27:38.789946,55.19,Retail,6,External
9500,835,2024-02-08 04:46:38.789946,281.88,Travel,28,Internal
9501,149,2024-01-30 16:44:38.789946,8.22,Groceries,1,Internal
9502,830,2023-12-09 04:06:38.789946,178.76,Dining,18,Internal
9503,818,2024-02-12 07:00:38.789946,339.91,Groceries,34,External
9504,467,2024-02-25 13:24:38.789946,106.57,Groceries,11,Internal
9505,55,2024-01-10 22:31:38.789946,107.59,Groceries,11,Internal
9506,448,2024-04-22 10:02:38.789946,316.78,Travel,32,Internal
9507,670,2023-07-14 06:38:38.789946,388.47,Entertainment,39,External
9508,677,2024-05-27 11:06:38.789946,21.0,Entertainment,2,External
9509,727,2024-01-15 07:12:38.789946,440.62,Retail,44,Internal
9510,270,2024-03-05 13:51:38.789946,483.46,Retail,48,Internal
9511,824,2023-08-14 10:45:38.789946,393.03,Dining,39,Internal
9512,739,2023-09-24 21:15:38.789946,331.74,Retail,33,External
9513,719,2024-04-20 19:26:38.789946,488.42,Retail,49,Internal
9514,955,2024-06-02 05:53:38.789946,29.02,Travel,3,Internal
9515,550,2023-10-16 13:36:38.789946,90.57,Entertainment,9,External
9516,699,2024-03-14 02:02:38.789946,49.93,Groceries,5,Internal
9517,263,2024-02-05 12:31:38.789946,26.7,Retail,3,External
9518,252,2023-09-28 20:50:38.789946,379.47,Travel,38,External
9519,723,2023-07-11 09:13:38.789946,9.38,Retail,1,External
9520,376,2023-07-05 08:56:38.789946,349.84,Entertainment,35,External
9521,23,2024-02-11 03:08:38.789946,314.06,Dining,31,External
9522,880,2023-10-10 11:23:38.789946,156.0,Dining,16,External
9523,655,2023-09-10 13:04:38.789946,115.95,Retail,12,External
9524,512,2024-03-25 05:15:38.789946,289.83,Dining,29,External
9525,469,2023-07-23 13:35:38.789946,498.78,Dining,50,External
9526,372,2024-04-08 14:17:38.789946,435.69,Travel,44,Internal
9527,287,2023-08-02 01:08:38.789946,279.02,Entertainment,28,Internal
9528,67,2024-01-17 00:29:38.789946,439.55,Travel,44,External
9529,628,2024-01-11 10:08:38.789946,83.27,Entertainment,8,External
9530,706,2023-09-29 17:05:38.789946,220.68,Entertainment,22,External
9531,69,2023-09-29 04:54:38.789946,49.45,Groceries,5,External
9532,710,2024-01-31 08:49:38.789946,80.71,Travel,8,External
9533,114,2024-06-14 16:40:38.789946,496.54,Groceries,50,Internal
9534,571,2024-01-26 17:42:38.789946,138.91,Travel,14,Internal
9535,292,2024-03-22 02:24:38.789946,458.51,Entertainment,46,External
9536,734,2023-11-04 02:38:38.789946,323.66,Dining,32,External
9537,228,2023-11-17 06:24:38.789946,21.8,Travel,2,Internal
9538,476,2023-07-21 09:44:38.789946,322.02,Dining,32,Internal
9539,105,2024-06-12 14:09:38.789946,367.84,Travel,37,Internal
9540,536,2024-03-08 10:53:38.789946,141.03,Groceries,14,External
9541,587,2023-12-07 08:04:38.789946,390.31,Groceries,39,Internal
9542,870,2023-12-20 02:48:38.789946,396.32,Dining,40,Internal
9543,510,2023-09-15 14:45:38.789946,298.61,Retail,30,External
9544,18,2024-05-14 08:58:38.789946,13.0,Groceries,1,External
9545,203,2023-11-22 16:05:38.789946,252.87,Travel,25,Internal
9546,665,2024-03-27 14:38:38.789946,420.97,Travel,42,External
9547,785,2024-05-03 01:29:38.789946,408.03,Dining,41,External
9548,806,2023-08-31 09:55:38.789946,160.24,Travel,16,External
9549,339,2023-10-27 19:26:38.789946,228.45,Dining,23,External
9550,392,2023-07-22 03:21:38.789946,335.63,Dining,34,Internal
9551,664,2024-01-29 10:56:38.789946,263.9,Retail,26,Internal
9552,928,2024-05-23 09:24:38.789946,478.6,Entertainment,48,Internal
9553,208,2023-12-16 02:27:38.789946,489.39,Dining,49,Internal
9554,409,2024-06-11 04:01:38.789946,5.36,Groceries,1,Internal
9555,180,2023-07-14 19:22:38.789946,483.33,Travel,48,Internal
9556,402,2024-03-06 01:08:38.789946,388.93,Retail,39,External
9557,242,2023-11-12 13:01:38.789946,439.2,Retail,44,Internal
9558,917,2023-09-08 23:14:38.789946,437.92,Travel,44,External
9559,345,2024-01-18 07:38:38.789946,354.11,Entertainment,35,Internal
9560,28,2024-05-23 03:49:38.789946,465.29,Entertainment,47,External
9561,838,2023-09-20 22:50:38.789946,415.73,Dining,42,External
9562,926,2023-08-22 14:02:38.789946,353.09,Groceries,35,Internal
9563,193,2023-12-26 15:49:38.789946,464.23,Entertainment,46,Internal
9564,379,2023-07-13 02:05:38.789946,101.85,Entertainment,10,External
9565,186,2023-10-08 02:27:38.789946,421.04,Retail,42,External
9566,305,2023-08-31 12:22:38.789946,207.44,Travel,21,Internal
9567,50,2023-07-11 23:48:38.789946,305.35,Entertainment,31,Internal
9568,792,2024-02-07 20:39:38.789946,167.92,Dining,17,Internal
9569,142,2023-12-18 04:13:38.789946,12.51,Groceries,1,Internal
9570,267,2024-06-23 00:30:38.789946,283.31,Travel,28,External
9571,575,2024-04-19 21:17:38.789946,64.36,Travel,6,Internal
9572,403,2024-03-19 06:39:38.789946,308.74,Retail,31,External
9573,659,2023-09-27 19:08:38.789946,91.5,Travel,9,External
9574,685,2023-08-19 23:35:38.789946,185.87,Groceries,19,External
9575,327,2024-04-16 08:02:38.789946,498.84,Travel,50,External
9576,937,2023-09-22 21:36:38.789946,267.91,Travel,27,Internal
9577,97,2024-03-03 14:33:38.789946,215.04,Entertainment,22,External
9578,366,2024-02-29 12:24:38.789946,469.12,Travel,47,External
9579,581,2023-07-02 02:07:38.789946,402.72,Retail,40,External
9580,835,2023-12-26 17:21:38.789946,22.37,Dining,2,External
9581,560,2024-02-18 13:58:38.789946,168.7,Entertainment,17,External
9582,96,2024-03-09 09:57:38.789946,314.24,Groceries,31,Internal
9583,636,2023-10-19 14:42:38.789946,27.86,Retail,3,Internal
9584,313,2024-04-08 15:00:38.789946,22.73,Entertainment,2,External
9585,171,2023-11-23 19:38:38.789946,214.13,Groceries,21,Internal
9586,91,2023-10-23 16:59:38.789946,401.26,Dining,40,Internal
9587,262,2024-02-20 19:22:38.789946,38.29,Dining,4,External
9588,479,2024-04-12 17:19:38.789946,359.43,Retail,36,External
9589,519,2023-10-12 18:37:38.789946,496.72,Dining,50,Internal
9590,351,2023-12-07 07:26:38.789946,265.75,Dining,27,Internal
9591,317,2023-12-11 00:12:38.789946,433.13,Entertainment,43,Internal
9592,24,2024-05-23 12:36:38.789946,236.11,Retail,24,External
9593,595,2024-01-12 08:45:38.789946,262.5,Retail,26,Internal
9594,747,2023-11-11 09:17:38.789946,51.82,Dining,5,External
9595,225,2024-03-09 19:38:38.789946,45.18,Retail,5,Internal
9596,458,2023-07-05 22:09:38.789946,97.36,Entertainment,10,External
9597,178,2023-07-16 16:22:38.789946,260.29,Travel,26,External
9598,478,2024-03-17 06:31:38.789946,477.02,Travel,48,External
9599,742,2024-06-02 05:20:38.789946,87.73,Dining,9,Internal
9600,868,2023-12-18 02:31:38.789946,127.61,Travel,13,Internal
9601,906,2023-07-31 19:22:38.789946,205.31,Entertainment,21,Internal
9602,673,2024-01-08 16:45:38.789946,399.49,Groceries,40,External
9603,920,2023-11-11 04:44:38.789946,454.06,Dining,45,External
9604,763,2023-12-09 18:53:38.789946,162.56,Entertainment,16,Internal
9605,603,2023-08-11 03:02:38.789946,321.05,Travel,32,Internal
9606,769,2024-03-10 07:42:38.789946,139.17,Dining,14,External
9607,44,2024-04-05 12:48:38.789946,356.33,Groceries,36,External
9608,290,2023-10-24 05:08:38.789946,479.93,Entertainment,48,External
9609,850,2024-01-04 08:17:38.789946,454.65,Retail,45,External
9610,408,2024-05-09 14:52:38.789946,155.79,Groceries,16,External
9611,976,2024-05-21 06:35:38.789946,229.89,Retail,23,External
9612,229,2024-05-01 14:02:38.789946,229.61,Groceries,23,Internal
9613,758,2024-02-08 04:11:38.789946,242.06,Travel,24,External
9614,871,2023-08-04 11:41:38.789946,486.0,Entertainment,49,Internal
9615,354,2024-04-24 14:33:38.789946,106.43,Groceries,11,External
9616,595,2023-11-02 22:20:38.789946,10.14,Retail,1,External
9617,25,2023-10-25 09:14:38.789946,105.88,Travel,11,External
9618,790,2023-10-01 15:36:38.789946,165.8,Retail,17,Internal
9619,421,2023-10-13 21:12:38.789946,60.42,Dining,6,Internal
9620,155,2024-01-30 23:49:38.789946,414.44,Dining,41,External
9621,205,2024-06-12 07:47:38.789946,430.87,Dining,43,Internal
9622,751,2023-10-11 21:25:38.789946,437.75,Retail,44,Internal
9623,53,2024-06-15 11:23:38.789946,235.85,Travel,24,Internal
9624,4,2023-08-19 03:24:38.789946,257.86,Groceries,26,Internal
9625,96,2023-09-21 02:35:38.789946,250.27,Entertainment,25,External
9626,902,2024-04-20 18:59:38.789946,314.61,Retail,31,External
9627,18,2023-08-05 17:23:38.789946,395.81,Dining,40,External
9628,674,2024-05-15 20:04:38.789946,492.86,Travel,49,Internal
9629,817,2024-03-14 12:32:38.789946,349.86,Retail,35,External
9630,47,2024-03-12 09:30:38.789946,245.79,Travel,25,Internal
9631,318,2024-02-07 19:12:38.789946,60.14,Groceries,6,Internal
9632,780,2023-07-27 18:06:38.789946,331.92,Groceries,33,External
9633,539,2023-08-12 23:00:38.789946,209.33,Entertainment,21,Internal
9634,329,2024-03-13 20:09:38.789946,11.75,Entertainment,1,Internal
9635,424,2024-04-15 03:53:38.789946,228.19,Travel,23,Internal
9636,803,2024-04-29 15:31:38.789946,286.72,Groceries,29,External
9637,268,2023-07-15 14:48:38.789946,37.95,Retail,4,External
9638,800,2023-08-09 06:47:38.789946,166.96,Dining,17,Internal
9639,506,2024-02-10 16:27:38.789946,325.97,Groceries,33,Internal
9640,17,2023-12-23 09:35:38.789946,499.98,Entertainment,50,Internal
9641,949,2024-01-25 12:02:38.789946,210.42,Retail,21,Internal
9642,173,2023-10-03 17:48:38.789946,308.26,Travel,31,External
9643,683,2023-12-17 15:30:38.789946,341.28,Retail,34,External
9644,530,2024-01-24 02:13:38.789946,371.55,Travel,37,External
9645,668,2023-12-12 19:42:38.789946,165.41,Entertainment,17,Internal
9646,820,2024-04-24 11:33:38.789946,271.49,Travel,27,Internal
9647,116,2024-03-05 22:29:38.789946,209.08,Entertainment,21,Internal
9648,63,2023-11-16 02:38:38.789946,229.35,Groceries,23,External
9649,176,2024-05-17 20:57:38.789946,15.94,Retail,2,External
9650,983,2024-02-04 16:04:38.789946,197.55,Dining,20,Internal
9651,40,2024-03-31 01:27:38.789946,271.96,Entertainment,27,Internal
9652,792,2024-06-14 19:32:38.789946,90.07,Retail,9,Internal
9653,92,2023-08-20 23:20:38.789946,294.54,Travel,29,Internal
9654,910,2024-04-17 19:51:38.789946,344.76,Groceries,34,Internal
9655,976,2024-01-12 03:28:38.789946,232.4,Travel,23,External
9656,835,2023-11-10 07:45:38.789946,187.45,Groceries,19,External
9657,703,2024-04-22 23:48:38.789946,10.46,Travel,1,External
9658,226,2023-08-25 01:04:38.789946,75.24,Entertainment,8,External
9659,573,2023-09-20 12:37:38.789946,345.7,Entertainment,35,External
9660,978,2024-04-05 06:31:38.789946,435.94,Travel,44,Internal
9661,783,2023-08-31 02:41:38.789946,458.57,Retail,46,External
9662,78,2023-07-13 11:30:38.789946,149.31,Groceries,15,External
9663,186,2024-03-13 06:57:38.789946,356.11,Travel,36,Internal
9664,280,2023-08-23 19:29:38.789946,258.29,Travel,26,Internal
9665,309,2023-12-21 09:25:38.789946,132.72,Retail,13,Internal
9666,708,2023-12-07 12:52:38.789946,379.45,Travel,38,Internal
9667,995,2023-08-25 18:50:38.789946,427.0,Dining,43,Internal
9668,894,2024-04-05 06:38:38.789946,222.22,Retail,22,External
9669,807,2023-07-25 19:27:38.789946,229.73,Dining,23,External
9670,474,2023-09-06 11:20:38.789946,407.66,Groceries,41,External
9671,169,2023-09-13 15:00:38.789946,91.57,Retail,9,External
9672,171,2023-07-19 13:02:38.789946,33.52,Entertainment,3,External
9673,576,2023-10-10 00:39:38.789946,247.76,Groceries,25,External
9674,233,2024-01-28 14:19:38.789946,160.46,Entertainment,16,Internal
9675,266,2023-09-27 06:28:38.789946,10.33,Groceries,1,External
9676,936,2024-02-15 12:19:38.789946,182.62,Dining,18,Internal
9677,174,2023-10-18 21:46:38.789946,56.1,Retail,6,Internal
9678,588,2023-10-04 14:30:38.789946,433.69,Travel,43,External
9679,829,2024-02-01 06:49:38.789946,172.9,Entertainment,17,External
9680,873,2024-01-30 14:12:38.789946,299.6,Dining,30,External
9681,47,2024-03-23 05:52:38.789946,243.05,Groceries,24,External
9682,560,2023-08-06 14:49:38.789946,322.56,Retail,32,Internal
9683,103,2024-01-09 03:04:38.789946,471.03,Retail,47,Internal
9684,233,2023-10-14 12:25:38.789946,437.75,Travel,44,Internal
9685,671,2023-08-11 15:09:38.789946,191.42,Entertainment,19,Internal
9686,808,2023-11-27 21:19:38.789946,38.99,Dining,4,External
9687,119,2024-04-02 22:10:38.789946,201.56,Dining,20,External
9688,246,2024-01-30 13:46:38.789946,436.28,Dining,44,External
9689,943,2023-11-28 21:32:38.789946,307.7,Dining,31,Internal
9690,758,2024-02-06 01:03:38.789946,160.03,Dining,16,Internal
9691,808,2023-08-17 15:24:38.789946,299.03,Retail,30,External
9692,624,2023-09-23 19:01:38.789946,373.96,Retail,37,Internal
9693,425,2023-12-13 07:02:38.789946,369.32,Groceries,37,Internal
9694,806,2024-03-12 23:54:38.789946,139.51,Groceries,14,Internal
9695,725,2024-01-17 14:20:38.789946,109.65,Groceries,11,Internal
9696,609,2023-08-18 11:47:38.789946,228.09,Travel,23,Internal
9697,346,2023-09-07 12:50:38.789946,58.82,Travel,6,External
9698,9,2023-12-06 09:33:38.789946,386.03,Retail,39,External
9699,94,2023-12-12 20:38:38.789946,34.82,Retail,3,Internal
9700,493,2024-03-17 17:45:38.789946,174.27,Travel,17,Internal
9701,104,2023-07-17 08:21:38.789946,243.31,Dining,24,Internal
9702,961,2024-04-18 09:51:38.789946,480.35,Dining,48,Internal
9703,250,2023-12-07 21:40:38.789946,454.46,Dining,45,External
9704,529,2024-04-25 04:59:38.789946,280.89,Groceries,28,Internal
9705,145,2024-06-22 01:14:38.789946,106.88,Retail,11,Internal
9706,158,2024-06-03 01:43:38.789946,247.92,Groceries,25,Internal
9707,181,2023-08-04 13:49:38.789946,82.71,Retail,8,Internal
9708,906,2023-11-22 10:19:38.789946,435.4,Travel,44,External
9709,133,2024-01-08 13:26:38.789946,342.81,Retail,34,External
9710,913,2023-10-16 12:11:38.789946,307.94,Dining,31,External
9711,940,2024-01-28 14:38:38.789946,262.04,Dining,26,Internal
9712,769,2024-04-27 09:59:38.789946,439.26,Dining,44,External
9713,858,2024-04-25 11:40:38.789946,203.67,Retail,20,External
9714,759,2023-08-22 17:12:38.789946,5.21,Entertainment,1,External
9715,712,2024-04-11 21:24:38.789946,386.17,Travel,39,External
9716,452,2023-11-05 20:33:38.789946,5.57,Entertainment,1,Internal
9717,449,2023-08-29 01:30:38.789946,282.39,Groceries,28,Internal
9718,580,2024-02-25 10:00:38.789946,276.62,Entertainment,28,External
9719,321,2024-05-20 17:46:38.789946,408.45,Travel,41,External
9720,365,2024-03-30 13:55:38.789946,248.2,Travel,25,External
9721,371,2024-04-02 21:54:38.789946,55.11,Groceries,6,External
9722,69,2023-10-10 19:37:38.789946,49.39,Travel,5,Internal
9723,957,2024-05-07 17:06:38.789946,271.1,Entertainment,27,Internal
9724,772,2024-03-15 10:44:38.789946,128.45,Groceries,13,External
9725,100,2024-06-23 16:41:38.789946,445.22,Dining,45,Internal
9726,637,2023-09-25 00:06:38.789946,440.66,Dining,44,External
9727,330,2023-09-20 10:39:38.789946,481.91,Travel,48,External
9728,252,2024-01-14 14:22:38.789946,252.32,Groceries,25,External
9729,405,2023-11-05 21:20:38.789946,157.25,Dining,16,External
9730,231,2024-03-07 00:07:38.789946,493.35,Entertainment,49,External
9731,231,2023-08-29 14:51:38.789946,62.77,Entertainment,6,External
9732,192,2024-02-24 05:38:38.789946,208.82,Groceries,21,Internal
9733,406,2024-02-29 22:57:38.789946,329.68,Retail,33,External
9734,571,2024-04-16 17:28:38.789946,251.95,Dining,25,Internal
9735,186,2024-01-17 21:59:38.789946,131.14,Entertainment,13,External
9736,684,2024-05-29 16:24:38.789946,65.62,Entertainment,7,Internal
9737,737,2024-06-12 19:35:38.789946,22.25,Groceries,2,Internal
9738,223,2023-12-26 04:40:38.789946,137.87,Retail,14,External
9739,823,2023-07-16 16:51:38.789946,285.28,Entertainment,29,External
9740,647,2023-12-19 13:08:38.789946,280.38,Retail,28,External
9741,955,2024-05-29 12:28:38.789946,78.8,Travel,8,Internal
9742,989,2023-08-05 10:02:38.789946,158.24,Groceries,16,External
9743,24,2023-07-03 04:08:38.789946,85.21,Entertainment,9,Internal
9744,477,2023-12-14 23:30:38.789946,389.41,Groceries,39,Internal
9745,900,2023-10-24 01:14:38.789946,435.82,Travel,44,Internal
9746,406,2024-02-28 04:05:38.789946,452.11,Entertainment,45,External
9747,857,2024-05-17 15:21:38.789946,473.21,Travel,47,External
9748,398,2024-04-16 18:45:38.789946,451.66,Entertainment,45,External
9749,572,2023-07-05 04:19:38.789946,78.13,Travel,8,Internal
9750,654,2023-09-01 13:46:38.789946,167.72,Retail,17,Internal
9751,34,2024-06-07 23:41:38.789946,132.93,Travel,13,Internal
9752,796,2024-06-07 04:38:38.789946,188.57,Travel,19,External
9753,668,2024-05-11 10:26:38.789946,54.84,Entertainment,5,External
9754,577,2023-11-22 14:37:38.789946,72.4,Dining,7,External
9755,733,2023-09-27 15:12:38.789946,378.54,Dining,38,External
9756,70,2024-03-18 08:25:38.789946,198.4,Entertainment,20,Internal
9757,387,2023-10-26 12:05:38.789946,208.44,Dining,21,Internal
9758,166,2023-08-22 11:21:38.789946,271.27,Entertainment,27,External
9759,48,2024-05-18 18:37:38.789946,27.7,Entertainment,3,Internal
